id,name,type,state,oricodes,total_shootings,latitude,longitude
1626,Bulloch County Sheriff's Office,sheriff,GA,GA01600,3,33.654715,-117.613061
1665,Bull Shoals Police Department,local_police,AR,AR04502,1,42.228542,-85.641413
2790,Buncombe County Sheriff's Office,sheriff,NC,NC01100,1,29.850058,-81.277539
1792,Burbank Police Department,local_police,CA,CA01912,2,42.250249,-89.068521
2240,"Bureau of Alcohol, Firearms and Tobacco",federal,IN,,1,38.551542,-121.434249
2693,Bureau of Alcohol Tobacco and Firearms,federal,TX,,1,41.603352,-87.634034
3319,"Bureau of Alcohol, Tobacco and Firearms",federal,TN,TNATF0100;TNATF0200;TNATF0300;TNATF0400;TNATF0500;TNATF0600;TNATF0700;TNATFNS00,1,32.801899,-117.15397
761,"Bureau of Alcohol, Tobacco, Firearms and Explosives",federal,NM,,1,27.820077,-82.658717
623,"Bureau of Alcohol, Tobacco, Firearms and Explosives",federal,OR,,1,33.356905,-105.67333
3476,"Bureau of Alcohol, Tobacco, Firearms and Explosives",federal,VA,,1,38.872856,-77.105305
1395,Bureau of Criminal Apprehension,state_other,MN,MNBCA00,1,34.967473,-92.007669
607,Bureau of Indian Affairs,federal,ND,NDDI00100;NDDI00200;NDDI00300;NDDI00400,2,39.073965,-108.555976
6265,Bureau of Indian Affairs Division Law Enforcement Uintah and Ouray Agency Fort Duchesne,local_police,UT,,1,40.041863,-76.299642
2150,Bureau of Indian Affairs Police,federal,MT,,3,40.965494,-81.429444
1924,Bureau of Indian Affairs Police,federal,SD,,2,37.724156,-87.122682
3543,Bureau of Indian Affairs Police,federal,WY,,1,44.3018461,-105.449958
2191,Bureau of Land Management,federal,CO,,1,41.324411,-95.957061
3400,Bureau of Land Management,federal,NV,,1,31.903775,-106.422942
3567,Burien Police Department,local_police,WA,WA01741,1,26.107071,-80.18358
2546,Burke County Sheriff's Department,sheriff,GA,GA01700,1,32.857918,-80.077528
1844,Burke County Sheriff's Department,sheriff,NC,NC01200,1,40.900994,-74.04095
3257,Burleson County Sheriff's Office,sheriff,TX,TX02600,1,32.778311,-79.937825
2880,Burlington Northern and Santa Fe Railway Police Department,other,CO,IL0164M,1,40.032601,-79.075084
287,Burlington Police Department,local_police,IA,IA02901,3,38.657984,-93.514663
3342,Burlington Police Department,local_police,MA,MA00910,1,34.093521,-109.329803
2247,Burlington Police Department,local_police,NC,NC00101,1,42.385913,-83.187415
989,Burlington Police Department,local_police,VT,VT00401,2,30.332257,-97.720787
2442,Burnet Police Department,local_police,TX,TX02701,1,34.613838,-86.564043
1175,Burnsville Police Department,local_police,MN,MN01901,3,40.656563,-73.888847
3293,Burton Police Department,local_police,MI,MI25839,1,32.517043,-93.707624
1166,Butler County Sheriff's Department,sheriff,KS,KS00800,1,47.837626,-122.013642
1809,Butler County Sheriff's Department,sheriff,MO,MO01200,2,40.444117,-74.112811
1513,Butler County Sheriff's Office,sheriff,KY,KY01600,1,35.63424,-97.455392
1783,Butler County Sheriff's Office,sheriff,OH,OH00900,2,33.343521,-83.206452
3201,Butler Police Department,local_police,PA,PA01001,1,33.7854079,-118.139309
2862,Butler Township Police,local_police,OH,OH05724,1,32.750634,-116.698862
1895,Butte County Sheriff's Department,sheriff,CA,CA00400,5,34.794412,-80.797142
1315,Butte Police Department,local_police,MT,MT04701,1,39.894384,-104.976296
550,Byram Police Department,local_police,NJ,NJ01904,1,33.590491,-85.048814
1563,Byron Police Department,local_police,GA,GA11102,1,42.140074,-83.215882
2611,Cabell County Sheriff's Department,sheriff,WV,WV00600,1,40.812432,-74.124794
2888,Cabot Police Department,local_police,AR,AR04302,1,35.841826,-95.890589
1459,Cache County Sheriff's Office,sheriff,UT,UT00300,1,42.360091,-123.445911
3494,Caddo County Sheriff's Office,sheriff,OK,OK00800,1,34.690357,-111.985595
2745,Caddo Parish Sheriff's Department,sheriff,LA,LA00900,2,36.125751,-86.709123
2276,Calaveras County Sheriff's Office,sheriff,CA,CA00500,3,42.311359,-122.831604
1240,Calcasieu Parish Sheriff's Office,sheriff,LA,LA01000,2,31.734272,-95.616483
1572,Caldwell County Sheriff's Department,sheriff,NC,NC01400,6,43.207533,-77.694284
1207,Caldwell County Sheriff's Office,sheriff,TX,TX02800,1,42.275833,-71.139682
2775,Caldwell Police Department,local_police,ID,ID01401,3,32.868563,-97.516524
6483,Caldwell Police Department,local_police,TX,TX02601,1,32.301148,-96.864153
2556,Caledonia Police Department,local_police,WI,WI05203,1,29.618996,-95.214294
3144,Calexico Police Department,local_police,CA,CA01302,1,40.952859,-74.740952
1883,Calhoun County Sheriff's Department,sheriff,AL,AL01100,3,35.786907,-119.223092
2819,Calhoun County Sheriff's Department,sheriff,FL,FL00700,1,34.750903,-106.756058
2427,Calhoun County Sheriff's Department,sheriff,MI,MI13113,3,34.9704155,-120.4388783
3154,Calhoun County Sheriff's Office,sheriff,SC,SC00900,1,39.6232558,-79.9067469
2360,Calhoun Police Department,local_police,GA,GA06401,3,37.809127,-122.243407
442,California Department of Fish and Wildlife,state_other,CA,,2,27.058852,-82.249607
266,California Highway Patrol,state_police,CA,CA00198;CA00199;CA00299;CA00399;CA00499;CA00599;CA00699;CA00799;CA00899;CA00999;CA01098;CA01099;CA01199;CA01299;CA01399;CA01499;CA01599;CA01699;CA01799;CA01899;CA01998;CA01999;CA02099;CA02199;CA02299;CA02399;CA02499;CA02599;CA02699;CA02799;CA02899;CA02999;CA03099;CA03199;CA03299;CA03399;CA03498;CA03499;CA03599;CA03699;CA03798;CA03799;CA03898;CA03899;CA03999;CA04099;CA04199;CA04299;CA04399;CA04499;CA04599;CA04699;CA04799;CA04899;CA04999;CA05099;CA05199;CA05299;CA05399;CA05499;CA05599;CA05699;CA05799;CA05899,55,36.905427,-121.750688
2505,California State Park Rangers,state_other,CA,,1,32.009043,-102.139482
2614,Calloway County Sheriff's Department,sheriff,KY,KY01800,2,39.734296,-104.326154
2229,Cal Poly Pomona Police Department,local_other,CA,CA01978,1,28.083921,-80.606162
3326,Calumet City Police Department,local_police,IL,IL01617,1,45.902914,-122.750305
6706,Cambridge Police Department,local_police,MA,MA00911,1,39.721729,-86.086203
628,Camden County Police Department,local_police,NJ,NJ00408,3,33.847196,-117.922284
3095,Camden County Sheriff's Office,sheriff,GA,GA02000,2,33.631252,-112.25749
3449,Cameron County Constable's Office,local_police,TX,,1,41.036948,-83.66226
2137,Cameron County Sheriff's Office,sheriff,TX,TX03100,1,30.03092,-95.61725
1439,Cameron Police Department,local_police,TX,TX16601,2,39.164122,-84.546177
6743,Cameron Police Department,local_police,WI,,1,41.622663,-93.697756
2271,Campbell County Sheriff's Department,sheriff,TN,TN00700,2,40.856199,-73.896429
539,Campbell County Sheriff's Office,sheriff,WY,WY00300,1,26.275531,-80.104532
2308,Canadian County Sheriff's Department,sheriff,OK,OK00900,1,35.632731,-86.943078
1903,Canandaigua Police Department,local_police,NY,NY03429,2,25.786838,-80.199831
3070,Candler County Sheriff's Office,sheriff,GA,GA02100,1,29.523022,-98.355016
6820,Cannelton Police Department,local_police,IN,IN06202,1,40.907284,-74.039547
233,Canon City Police Department,local_police,CO,CO02201,2,40.468534,-86.164584
3465,Canton Police Department,local_police,GA,GA02801,1,41.097792,-85.156098
2869,Canton Police Department,local_police,NC,NC04401,1,38.235232,-85.760271
1753,Canton Police Department,local_police,OH,OH07604,2,32.647691,-96.70821
415,Canyon County Sheriff's Office,sheriff,ID,ID01400,2,37.976622,-121.343291
1188,Cape Coral Police Department,local_police,FL,FL03602,5,28.359501,-80.792442
3456,Cape Girardeau County Sheriff's Office,sheriff,MO,MO01600,1,38.950958,-119.950847
1658,Cape Girardeau Police Department,local_police,MO,MO01601,1,36.304636,-119.313233
2317,Cape May County Prosecutor's Office,local_other,NJ,NJ00589,1,47.9370408,-98.8634312
3519,Capital Area Regional Fugitive Task Force,federal,MD,,1,32.8861991,-86.6245477
1157,Carbon County Sheriff's Office,sheriff,MT,MT00500,1,32.731976,-103.135383
3227,Caribou County Sheriff's Office,sheriff,ID,ID01500,1,40.576223,-73.968495
760,Carlsbad Police Department,local_police,NM,NM00802,4,42.351006,-71.100653
2912,Carmel Police Department,local_police,IN,IN02901,2,39.155709,-84.393678
1621,Caroline County Sheriff's Department,sheriff,VA,VA01700,2,40.426674,-104.704157
2634,Carroll County Sheriff's Department,sheriff,OH,OH01000,1,41.766403,-87.572648
339,Carroll County Sheriff's Department,sheriff,TN,TN00900,1,34.129037,-117.900155
2087,Carroll County Sheriff's Office,sheriff,GA,GA02200,5,30.03043,-95.442497
532,Carrollton Police Department,local_police,GA,GA02201,1,36.2287,-80.886735
1499,Carrollton Police Department,local_police,TX,TX05704,3,38.676657,-121.289535
723,Carson City Sheriff's Office,sheriff,NV,NV01300,2,33.414508,-82.019717
1739,Carter County Sheriff's Office,sheriff,TN,TN01000,3,40.409201,-80.004869
1354,Cartersville Police Department,local_police,GA,GA00801,1,39.825807,-86.120332
3174,Carterville Police Department,local_police,IL,IL10001,1,38.062555,-97.943841
2266,Carthage Police Department,local_police,TN,TN08001,1,32.736069,-97.795244
2241,Carver County Sheriff's Department,sheriff,MN,MN01000,2,41.277536,-96.1580575
1757,Cary Police Department,local_police,NC,NC09203,1,37.178882,-76.517373
3240,Caryville Police Department,local_police,TN,TN00703,1,39.410563,-76.806171
1532,Casa Grande Police Department,local_police,AZ,AZ01101,4,37.0799399,-119.6585046
3396,Cascade County Sheriff's Office,sheriff,MT,MT00700,1,44.7427097,-74.2847872
1274,Caseyville Police Department,local_police,MO,IL08204,1,29.417823,-98.640225
647,Casper Police Department,local_police,WY,WY01301,8,35.909191,-94.979138
2052,Cass County Sheriff's Department,sheriff,IN,IN00900,1,45.535679,-122.536193
2761,Cass County Sheriff's Department,sheriff,MN,MN01100,1,43.208264,-74.068862
1273,Cass County Sheriff's Department,sheriff,MO,MO01900,2,35.193835,-83.388293
1464,Cass County Sheriff's Office,sheriff,NE,NB01300,2,45.22953,-123.167534
2983,Cass County Sheriff's Office,sheriff,TX,TX03400,1,42.646088,-123.384426
2207,Casselberry Police Department,local_police,FL,FL05902,1,42.0534082,-71.0137967
18,Catasauqua Police Department,local_police,PA,PA03902,2,32.9897,-117.163719
1544,Catawba County Sheriff's Department,sheriff,NC,NC01800,2,30.30027,-81.626254
878,Cathedral City Police Department,local_police,CA,CA03325,3,37.8590061,-80.8542568
1058,Catoosa County Sheriff's Office,sheriff,GA,GA02300,2,34.024073,-117.893713
921,Cayce Police Department,local_police,SC,SC03202,1,34.671167,-118.1866
279,Cecil County Sheriff's Office,sheriff,MD,MD00800,4,39.963289,-75.088236
2629,Cedar City Police Department,local_police,UT,UT01101,1,25.812879,-80.13447
7117,Cedar County Sheriff's Office,sheriff,MO,MO02000,1,35.413921,-97.443568
872,Cedar Rapids Police Department,local_police,IA,IA05701,4,36.196225,-83.279706
3188,Celina Police Department,local_police,TX,TX04302,1,36.983553,-76.399516
1798,Centerville City Police Department,local_police,UT,UT00604,1,36.05696,-115.042973
3268,Centerville Police Department,local_police,IA,IA00401,1,37.661852,-121.872041
2503,Centralia Police Department,local_police,WA,WA02101,2,30.269022,-97.740237
2,Ceres Police Department,local_police,CA,CA05001,3,30.380473,-97.701623
1509,Chambersburg Police Department,local_police,PA,PA02801,1,33.833295,-118.070855
660,Chambers County Sheriff's Office,sheriff,TX,TX03600,1,35.417777,-97.575619
2051,Chamblee Police Department,local_police,GA,GA04404,4,44.1528706,-71.9760423
693,Champaign Police Department,local_police,IL,IL01001,2,37.338978,-120.579068
195,Chandler Police Department,local_police,AZ,AZ00705,11,33.857135,-118.124075
3204,Chanute Police Department,local_police,KS,KS06701,1,34.3219445,-118.4057039
2792,Charles County Sheriff's Office,sheriff,MD,MD00900,1,29.594962,-95.519222
535,Charleston County Sheriff's Office,sheriff,SC,SC01000,5,33.405056,-111.82125
538,Charleston Police Department,local_police,SC,SC01001,2,32.757752,-96.826959
1906,Charleston Police Department,local_police,WV,WV02002,5,35.307451,-119.012501
2608,Charlevoix County Sheriff's Office,sheriff,MI,MI15115,1,26.259277,-98.1373
1671,Charlotte County Sheriff's Office,sheriff,FL,FL00800,4,39.3690872,-74.4279915
354,Charlotte Mecklenburg Police Department,local_police,NC,NC06001,23,39.137061,-94.42198
1912,Charlottesville Police Department,local_police,VA,VA10200,1,37.717746,-85.906395
654,Chattanooga Police Department,local_police,TN,TN03301,10,45.4693759,-122.7837437
687,Chaves County Sheriff's Department,sheriff,NM,NM00300,6,36.446479,-81.425816
2425,Cheatham County Sheriff's Office,sheriff,TN,TN01100,2,37.8387499,-112.8399014
3438,Cheboygan County Sheriff's Office,sheriff,MI,MI16116,1,33.596559,-112.0996066
3595,Checotah Police Department,local_police,OK,OK04601,1,41.7585177,-87.6078365
1146,Cheektowaga Police Department,local_police,NY,NY01455,1,37.150232,-122.127311
2286,Cheney Police Department,local_police,WA,WA03201,1,34.0588499,-118.3441923
2957,Cherokee County Sheriff's Office,sheriff,GA,GA02800,3,39.0010806,-94.5652463
895,Cherokee County Sheriff's Office,sheriff,OK,OK01100,2,36.1442927,-115.2167042
2283,Cherokee County Sheriff's Office,sheriff,SC,SC01100,1,33.57638,-83.97013
3007,Cherokee County Sheriff's Office,sheriff,TX,TX03700,1,41.7019119,-87.6077663
3487,Cherokee Multi-Agency Narcotics Squad,local_other,GA,,1,39.0917625,-121.5575539
2617,Cherokee Nation Marshal Service,other,OK,OK01112,3,39.7010007,-105.0472867
7388,Cherokee Police Department,local_police,AL,AL02004,1,26.1176093,-80.2014266
3597,Cherry Hill Township Police Department,local_police,NJ,NJ00412,1,30.246799,-97.910238
1237,Chesapeake Police Department,local_police,VA,VA10300,2,41.8812343,-87.8145245
2081,Chester County Sheriff's Department,sheriff,SC,SC01200,2,42.8343714,-106.3544196
746,Chester County Sheriff's Office,sheriff,PA,PA01545,1,33.822846,-84.211553
2009,Chesterfield County Police Department,local_police,VA,VA02101,3,41.200215,-122.274896
1265,Chesterfield County Sheriff's Department,sheriff,SC,SC01300,1,42.472188,-70.944284
2674,Chesterfield Police Department,local_police,MO,MO0959A,1,33.9991424,-118.4720381
1081,Chester Police Department,local_police,PA,PA02304,2,28.578895,-81.9162065
7459,Chetek Police Department,local_police,WI,WI00303,1,41.289265,-80.98394
2553,Cheviot Police Department,local_police,OH,OH03105,1,44.102598,-85.250071
658,Cheyenne Police Department,local_police,WY,WY01101,3,33.9391876,-117.2275536
2865,Chicago Heights Police Department,local_police,IL,IL01619,1,43.0358905,-88.0186791
265,Chicago Police Department,local_police,IL,ILCPD00,50,25.4624512,-80.4934912
2032,Chickasaw County Sheriff's Office,sheriff,IA,IA01900,1,39.0481417,-94.6435385
7480,Chickasaw County Sheriff's Office,sheriff,MS,MS00900,1,35.095938,-85.2453109
436,Chickasha Police Department,local_police,OK,OK02601,3,41.117392,-104.825779
912,Chico Police Department,local_police,CA,CA00402,4,31.288369,-86.375427
2118,Childress County Sheriff's Department,sheriff,TX,TX03800,1,47.6757769,-122.3038141
1044,Chilton County Sheriff's Office,sheriff,AL,AL01400,1,28.5219489,-81.3343361
1377,Chino Police Department,local_police,CA,CA03602,3,34.8835718,-114.639611
1873,Chino Valley Police Department,local_police,AZ,AZ01312,2,35.0502805,-89.8737015
7511,Chipley Police Department,local_police,FL,FL06701,1,25.8966104,-97.4718885
3235,Chippewa County Sheriff's Office,sheriff,WI,WI00900,1,40.5652185,-105.1003017
1808,Chisago County Sheriff's Department,sheriff,MN,MN01300,1,33.5531156,-112.1515748
312,Choctaw County Sheriff's Office,sheriff,OK,OK01200,1,39.3980308,-101.0404477
1367,Choctaw Nation Tribal Police Department,other,OK,OKDI006,1,39.122309,-84.5131639
2071,Choctaw Travel Plaza security officers,other,OK,OKDI006,1,29.8298194,-94.3571403
1820,Chowchilla Police Department,local_police,CA,CA02001,1,37.555662,-122.027441
2298,Christian County Sheriff's Department,sheriff,KY,KY02400,1,34.313096,-84.798504
3581,Christian County Sheriff's Office,sheriff,MO,MO02200,3,26.1899812,-80.1286219
1312,Chula Vista Police Department,local_police,CA,CA03702,3,31.6789812,-81.8925517
577,Cincinnati Police Department,local_police,OH,OHCIP00,8,42.600488,-89.646491
2292,Citronelle Police Department,local_police,AL,AL00204,1,35.49476,-97.489309
1674,Citrus County Sheriff's Department,sheriff,FL,FL00900,7,40.0968461,-74.9862459
